ID,NAME,POS,TEAM,ORG,LEAGUE,LEVEL,AGE,CURRENT,POTENTIAL,PITCH DIFF CURRENT,PITCH DIFF POT,BAT DIFF CURRENT,BAT DIF POT,START OVR CUR,START OVR POT,RELIEF OVR CUR,RELIEF OVR POT,BAT OVR CUR,BAT OVR POT,START BASE CUR,START INDIV CUR,START BASE POT, START INDIV POT,RELIEF BASE CUR,RELIEF INDIV CUR,RELIEF BASE POT,RELIEF INDIV POT,BAT HIT CUR,BAT FIELD CUR,BAT HIT POT,BAT FIELD POT,BATTER WAR,PITCHER WAR,MLB YEARS,WORK ETHIC,INTELLIGENCE,LEADER,GREED,LOYALTY,PERSONALITY
32670,Francisco Casillas,SP,-,-,-,-,16,0.5,0.5,-1,0,0,0,12,44,-6,25,0,0,-12,7,22,30,-32,7,3,30,0,0,0,0,-100,-100,0,High,Normal,High,Normal, High,Unknown
32671,Gary Orby,3B,-,-,-,-,17,0.5,0.5,0,0,1,0,0,0,0,0,32,62,0,0,0,0,0,0,0,0,22,98,59,98,-100,-100,0,High,Normal,High,Normal, Normal,Unknown
32673,José Estillo,SS,-,-,-,-,16,0.5,0.5,0,0,0,0,0,0,0,0,40,65,0,0,0,0,0,0,0,0,19,111,55,111,-100,-100,0,Normal,Low,Normal,Low, High,Unknown
32676,Frank White,SP,-,-,-,-,16,0.5,0.5,-1,0,0,0,15,57,-5,36,0,0,-9,12,37,27,-32,12,17,27,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Low, High,Unknown
32677,Harvey Bailey,C,-,-,-,-,16,0.5,0.5,0,0,1,0,0,0,0,0,44,67,0,0,0,0,0,0,0,0,16,63,47,63,-100,-100,0,Normal,Normal,Normal,High, Low,Unknown
32678,Larry Wallace,SP,-,-,-,-,17,0.5,1.5,1,1,0,0,13,80,-6,64,0,0,-11,7,55,81,-32,7,37,81,0,0,0,0,-100,-100,0,Normal,High,Normal,Low, High,Unknown
32679,Keith Madison,SS,-,-,-,-,17,0.5,1.5,0,0,2,0,0,0,0,0,46,74,0,0,0,0,0,0,0,0,20,129,60,129,-100,-100,0,Normal,Normal,Normal,High, Normal,Unknown
32681,Mark Brown,C,-,-,-,-,17,0.5,0.5,0,0,1,-1,0,0,0,0,48,78,0,0,0,0,0,0,0,0,16,79,56,79,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32682,Ken Warren,C,-,-,-,-,16,0.5,0.5,0,0,0,0,0,0,0,0,45,69,0,0,0,0,0,0,0,0,15,71,47,71,-100,-100,0,High,Normal,High,Low, Normal,Unknown
32685,Terry Farr,2B,-,-,-,-,17,0.5,1.5,0,0,1,0,0,0,0,0,45,86,0,0,0,0,0,0,0,0,35,74,86,74,-100,-100,0,Normal,Low,Low,High, Low,Unknown
32686,Manuel Espinoza,C,-,-,-,-,17,0.5,0.5,0,0,1,-1,0,0,0,0,48,62,0,0,0,0,0,0,0,0,17,79,35,79,-100,-100,0,High,High,Low,Normal, Low,Unknown
32689,Leroy Byrd,SP,-,-,-,-,16,0.5,0.5,-1,1,0,0,8,48,-14,31,0,0,-16,3,24,41,-41,3,7,41,0,0,0,0,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
32690,Jesús Souza,C,-,-,-,-,17,0.5,0.5,0,0,2,-2,0,0,0,0,59,74,0,0,0,0,0,0,0,0,27,92,47,92,-100,-100,0,Normal,Low,Normal,Normal, Normal,Unknown
32692,Tom Richardson,SP,-,-,-,-,17,0.5,0.5,0,0,0,0,9,41,-6,31,0,0,-15,7,18,30,-32,7,11,30,0,0,0,0,-100,-100,0,High,Normal,Normal,Normal, Normal,Unknown
32693,Eric Villa,SS,-,-,-,-,17,0.5,0.5,0,0,0,-3,0,0,0,0,43,74,0,0,0,0,0,0,0,0,24,111,68,111,-100,-100,0,Normal,Normal,Normal,High, Low,Unknown
32694,Bill O'Toole,SP,-,-,-,-,17,0.5,0.5,0,0,0,0,1,62,-15,55,0,0,-25,10,38,59,-45,10,33,59,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32695,Enrique Flores,SS,-,-,-,-,16,0.5,0.5,0,0,1,-2,0,0,0,0,40,69,0,0,0,0,0,0,0,0,21,109,62,109,-100,-100,0,High,Normal,Normal,Low, Normal,Unknown
32697,Clark Werner,3B,-,-,-,-,16,0.5,0.5,0,0,0,-1,0,0,0,0,35,63,0,0,0,0,0,0,0,0,23,110,57,110,-100,-100,0,High,Low,Normal,Low, High,Unknown
32698,Vaughn Easter,SP,-,-,-,-,16,0.5,0.5,-2,0,0,0,15,55,-6,39,0,0,-9,7,32,44,-32,7,16,44,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32699,Dave Ingram,SP,-,-,-,-,16,0.5,0.5,1,1,0,0,21,68,2,57,0,0,-3,12,44,62,-23,12,35,62,0,0,0,0,-100,-100,0,Normal,Normal,Low,High, Low,Unknown
32701,Charles Tatum,C,-,-,-,-,16,0.5,0.5,0,0,0,0,0,0,0,0,48,77,0,0,0,0,0,0,0,0,16,79,55,79,-100,-100,0,Low,Normal,Normal,Low, Normal,Unknown
32702,Ralph Ward,SS,-,-,-,-,16,0.5,3.0,0,0,2,0,0,0,0,0,55,98,0,0,0,0,0,0,0,0,31,135,92,135,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
32703,Gary Tanner,CF,-,-,-,-,16,0.5,0.5,0,0,2,-2,0,0,0,0,40,66,0,0,0,0,0,0,0,0,22,99,59,99,-100,-100,0,Normal,High,Normal,Low, Normal,Unknown
32704,Red Armstrong,SP,-,-,-,-,16,0.5,0.5,-2,1,0,0,10,41,-6,29,0,0,-15,10,18,32,-32,10,7,32,0,0,0,0,-100,-100,0,Low,Normal,Low,Normal, Normal,Unknown
32705,Andy Macon,SP,-,-,-,-,16,0.5,0.5,0,0,0,0,5,43,-16,20,0,0,-19,5,20,30,-45,5,-4,30,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32707,Carlos Ayala,SP,-,-,-,-,16,0.5,1.0,-2,0,0,0,7,66,-12,55,0,0,-18,11,39,75,-41,11,27,75,0,0,0,0,-100,-100,0,Normal,Normal,Low,Normal, Normal,Unknown
32709,Gonzalo López,RP,Houston,Houston,PBL,MLB,24,3.0,3.0,0,0,0,0,110,110,111,111,0,0,80,137,80,137,82,137,82,137,0,0,0,0,0.0,1.1,2,High,Normal,Low,Normal, Low,Sparkplug
32711,Rafael Vargas,1B,-,-,-,-,17,0.5,1.5,0,0,0,0,0,0,0,0,31,88,0,0,0,0,0,0,0,0,27,55,91,55,-100,-100,0,Normal,Normal,Low,High, Low,Unknown
32713,Chris Carlton,SP,-,-,-,-,16,0.5,1.5,0,1,0,0,9,73,-12,66,0,0,-16,7,48,74,-39,7,42,74,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32714,Mike McCauley,CF,-,-,-,-,17,0.5,1.5,0,0,0,-1,0,0,0,0,44,78,0,0,0,0,0,0,0,0,27,99,76,99,-100,-100,0,Normal,High,Normal,Low, Normal,Unknown
32715,Gary Ames,SP,-,-,-,-,17,0.5,0.5,0,0,0,0,20,34,2,17,0,0,-3,11,11,29,-23,11,-8,29,0,0,0,0,-100,-100,0,Low,Normal,Low,Normal, Normal,Unknown
32717,Dave Mack,SP,-,-,-,-,16,0.5,0.5,0,0,0,0,20,67,-2,51,0,0,-2,7,45,50,-27,7,31,50,0,0,0,0,-100,-100,0,High,Normal,Normal,Low, Normal,Unknown
32718,Jeremy Gray,SS,-,-,-,-,17,0.5,0.5,0,0,0,0,0,0,0,0,56,72,0,0,0,0,0,0,0,0,26,150,48,150,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32719,Carlos Sánchez,CF,-,-,-,-,16,0.5,1.5,0,0,0,-3,0,0,0,0,43,79,0,0,0,0,0,0,0,0,20,112,72,112,-100,-100,0,Low,Low,Low,Low, Normal,Unknown
32721,Shane Parker,SP,-,-,-,-,16,0.5,0.5,1,0,0,0,18,59,-5,44,0,0,-6,11,35,52,-32,11,20,52,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32722,Nick Moore,C,-,-,-,-,16,0.5,0.5,0,0,0,0,0,0,0,0,58,77,0,0,0,0,0,0,0,0,19,113,44,113,-100,-100,0,Low,Normal,Normal,Low, Normal,Unknown
32723,Dave Gray,SP,-,-,-,-,16,0.5,0.5,-1,0,0,0,26,63,7,48,0,0,5,7,45,27,-14,7,34,27,0,0,0,0,-100,-100,0,Normal,Low,Normal,High, Normal,Unknown
32725,Jack Bash,C,-,-,-,-,24,0.5,0.5,0,0,1,0,0,0,0,0,72,84,0,0,0,0,0,0,0,0,35,117,52,117,-100,-100,0,High,Normal,Normal,Normal, High,Normal
32726,Javier Corral,1B,-,-,-,-,17,0.5,0.5,0,0,1,0,0,0,0,0,29,74,0,0,0,0,0,0,0,0,24,67,74,67,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
32727,Milton Weston,SP,-,-,-,-,17,0.5,0.5,0,1,0,0,11,38,-6,22,0,0,-13,7,14,32,-32,7,-3,32,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32728,Alonso Gonzáles,SS,-,-,-,-,17,0.5,2.0,0,0,0,0,0,0,0,0,52,82,0,0,0,0,0,0,0,0,19,152,62,152,-100,-100,0,High,Normal,Normal,Low, High,Unknown
32729,Elvin Beasley,SP,-,-,-,-,16,0.5,3.0,0,0,0,0,25,104,5,95,0,0,3,10,83,85,-17,10,77,85,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Low, Normal,Unknown
32731,Harry Goulding,SS,-,-,-,-,17,0.5,1.5,0,0,1,0,0,0,0,0,48,76,0,0,0,0,0,0,0,0,22,132,62,132,-100,-100,0,Low,High,Normal,High, Low,Unknown
32732,Derek Watson,SP,-,-,-,-,17,0.5,0.5,0,0,0,0,11,39,-6,30,0,0,-13,8,15,39,-32,8,5,39,0,0,0,0,-100,-100,0,Low,High,Normal,Normal, Normal,Unknown
32735,Bryan Booth,SP,-,-,-,-,17,0.5,1.5,1,1,0,0,8,84,-7,76,0,0,-16,6,64,61,-32,6,60,61,0,0,0,0,-100,-100,0,Normal,Normal,High,Normal, Normal,Unknown
32736,David López,SP,-,-,-,-,16,0.5,0.5,3,0,0,0,21,77,-2,61,0,0,-1,8,58,45,-27,8,45,45,0,0,0,0,-100,-100,0,Normal,Low,Normal,Normal, Normal,Unknown
32737,James Blake,C,-,-,-,-,17,0.5,0.5,0,0,0,-1,0,0,0,0,50,65,0,0,0,0,0,0,0,0,17,87,36,87,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
32738,Denis Yarbrough,C,-,-,-,-,17,0.5,0.5,0,0,0,0,0,0,0,0,58,90,0,0,0,0,0,0,0,0,20,108,62,108,-100,-100,0,Normal,High,Normal,Low, High,Unknown
32739,Jesse Green,LF,-,-,-,-,17,0.5,1.0,0,0,0,0,0,0,0,0,33,76,0,0,0,0,0,0,0,0,27,67,77,67,-100,-100,0,Low,Normal,Normal,Normal, High,Unknown
32740,Oscar Little,C,-,-,-,-,17,0.5,0.5,0,0,0,0,0,0,0,0,52,83,0,0,0,0,0,0,0,0,21,79,63,79,-100,-100,0,High,Normal,Normal,Low, Normal,Unknown
32741,Greg Seals,SP,-,-,-,-,16,0.5,0.5,-4,0,0,0,17,63,-2,47,0,0,-5,7,41,43,-27,7,27,43,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32742,António Ávila,SP,-,-,-,-,16,0.5,0.5,1,0,0,0,7,57,-13,35,0,0,-17,7,35,37,-41,7,13,37,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32743,Don Gray,C,-,-,-,-,17,0.5,0.5,0,0,1,-1,0,0,0,0,52,63,0,0,0,0,0,0,0,0,17,92,32,92,-100,-100,0,Normal,Normal,Normal,Low, High,Unknown
32744,Jorge Ramírez,2B,-,-,-,-,17,0.5,0.5,0,0,2,0,0,0,0,0,38,72,0,0,0,0,0,0,0,0,23,86,66,86,-100,-100,0,High,Normal,Normal,High, Normal,Unknown
32745,Dan Hammond,SP,-,-,-,-,16,0.5,0.5,-4,0,0,0,20,66,-2,53,0,0,-2,9,45,45,-27,9,35,45,0,0,0,0,-100,-100,0,Normal,High,Normal,Normal, Normal,Unknown
32746,Oliver Roldán,C,-,-,-,-,16,0.5,2.5,0,0,0,0,0,0,0,0,54,102,0,0,0,0,0,0,0,0,26,75,90,75,-100,-100,0,Normal,Normal,Low,High, Low,Unknown
32747,César Bernal,SP,-,-,-,-,16,0.5,0.5,-3,1,0,0,18,39,3,29,0,0,-4,7,16,27,-20,7,8,27,0,0,0,0,-100,-100,0,Normal,Normal,High,Normal, Low,Unknown
32748,Jason Lindsey,SP,-,-,-,-,16,0.5,1.0,0,0,0,0,14,82,-6,64,0,0,-10,7,63,52,-32,7,47,52,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32749,Sergio González,SP,-,-,-,-,17,0.5,0.5,-1,0,0,0,6,36,-15,14,0,0,-19,8,14,22,-45,8,-10,22,0,0,0,0,-100,-100,0,Low,Low,Normal,High, Normal,Unknown
32750,Matt Miller,CF,-,-,-,-,16,0.5,1.5,0,0,0,0,0,0,0,0,44,82,0,0,0,0,0,0,0,0,27,101,81,101,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32751,Lonnie Ward,C,-,-,-,-,16,0.5,0.5,0,0,1,0,0,0,0,0,50,74,0,0,0,0,0,0,0,0,20,75,53,75,-100,-100,0,Low,Normal,Low,High, Low,Unknown
32752,Steve Johnson,LF,-,-,-,-,17,0.5,0.5,0,0,1,0,0,0,0,0,29,74,0,0,0,0,0,0,0,0,23,60,76,60,-100,-100,0,Normal,Normal,Normal,Normal, Low,Unknown
32753,Bill Orr,SP,-,-,-,-,17,0.5,2.5,0,0,0,0,19,81,1,80,0,0,-4,10,57,79,-23,10,59,79,0,0,0,0,-100,-100,0,High,Normal,Normal,Normal, Normal,Unknown
32754,Kyle Henry,RF,-,-,-,-,16,0.5,1.0,0,0,2,0,0,0,0,0,34,74,0,0,0,0,0,0,0,0,28,86,75,86,-100,-100,0,Normal,Normal,Normal,Normal, Low,Unknown
32755,Ken Cunningham,1B,-,-,-,-,16,0.5,0.5,0,0,0,0,0,0,0,0,26,63,0,0,0,0,0,0,0,0,23,48,64,48,-100,-100,0,Normal,Normal,Low,Normal, High,Unknown
32756,Colt Nash,3B,-,-,-,-,17,0.5,1.5,0,0,2,0,0,0,0,0,40,83,0,0,0,0,0,0,0,0,28,114,82,114,-100,-100,0,High,Normal,Normal,High, Normal,Unknown
32757,Dylan Meeks,SP,-,-,-,-,17,0.5,1.5,0,0,0,0,13,88,-6,72,0,0,-11,7,69,57,-32,7,56,57,0,0,0,0,-100,-100,0,High,Normal,Normal,Low, High,Unknown
32760,Jon Matteson,C,-,-,-,-,16,0.5,0.5,0,0,3,0,0,0,0,0,50,79,0,0,0,0,0,0,0,0,21,75,59,75,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
32763,Ray Brantley,C,-,-,-,-,17,0.5,0.5,0,0,1,-1,0,0,0,0,51,75,0,0,0,0,0,0,0,0,19,83,51,83,-100,-100,0,Normal,Normal,Normal,Normal, Low,Unknown
32764,Michael Hobbs,SP,-,-,-,-,17,0.5,0.5,2,2,0,0,19,68,2,51,0,0,-5,11,48,44,-23,11,32,44,0,0,0,0,-100,-100,0,High,High,Normal,Normal, Normal,Unknown
32765,Eugene Holland,RF,-,-,-,-,16,0.5,0.5,0,0,1,0,0,0,0,0,28,71,0,0,0,0,0,0,0,0,22,80,73,80,-100,-100,0,Normal,Normal,Normal,Low, High,Unknown
32766,Ed Briggs,RF,-,-,-,-,17,0.5,1.5,0,0,2,0,0,0,0,0,42,73,0,0,0,0,0,0,0,0,34,108,70,108,-100,-100,0,Low,Normal,Normal,High, Normal,Unknown
32769,Ron Haynes,1B,-,-,-,-,17,0.5,0.5,0,0,0,0,0,0,0,0,23,71,0,0,0,0,0,0,0,0,19,48,72,48,-100,-100,0,Normal,Normal,Low,Normal, Normal,Unknown
32770,Sergio Flores,SP,-,-,-,-,16,0.5,0.5,-1,0,0,0,-2,26,-25,5,0,0,-28,6,-1,38,-57,6,-28,38,0,0,0,0,-100,-100,0,High,Normal,Normal,Low, High,Unknown
32772,Mike Cole,CF,-,-,-,-,17,0.5,0.5,0,0,0,0,0,0,0,0,38,71,0,0,0,0,0,0,0,0,19,99,66,99,-100,-100,0,High,Normal,Low,Low, High,Unknown
32773,Paco Mitchell,SP,-,-,-,-,17,0.5,0.5,0,0,0,0,3,53,-13,39,0,0,-22,7,31,39,-41,7,17,39,0,0,0,0,-100,-100,0,Normal,Low,Normal,Normal, Normal,Unknown
32774,Maurice Joyner,CF,-,-,-,-,16,0.5,1.5,0,0,2,0,0,0,0,0,57,89,0,0,0,0,0,0,0,0,32,133,77,133,-100,-100,0,Normal,Normal,Normal,Normal, High,Unknown
32775,Gabriel Miranda,C,-,-,-,-,16,0.5,0.5,0,0,0,0,0,0,0,0,61,79,0,0,0,0,0,0,0,0,27,100,51,100,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32777,Mike Sexton,SP,-,-,-,-,16,0.5,1.5,-4,0,0,0,17,82,-2,80,0,0,-6,7,57,79,-27,7,59,79,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32778,Geoff Palmeiro,C,-,-,-,-,17,0.5,0.5,0,0,0,0,0,0,0,0,40,64,0,0,0,0,0,0,0,0,17,46,49,46,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32780,Sergio Souza,CF,-,-,-,-,16,0.5,1.0,0,0,0,-3,0,0,0,0,45,76,0,0,0,0,0,0,0,0,15,131,59,131,-100,-100,0,High,High,Normal,Low, Normal,Unknown
32781,David Everhart,SP,-,-,-,-,16,0.5,0.5,0,0,0,0,15,63,-3,49,0,0,-7,4,40,51,-27,4,27,51,0,0,0,0,-100,-100,0,Normal,Normal,Low,Normal, Normal,Unknown
32782,James Singleton,SS,-,-,-,-,16,0.5,2.0,0,0,0,0,0,0,0,0,47,84,0,0,0,0,0,0,0,0,24,123,77,123,-100,-100,0,High,High,Normal,Low, Normal,Unknown
32783,Kenny Beauregard,RF,-,-,-,-,17,0.5,1.0,0,0,0,-2,0,0,0,0,35,71,0,0,0,0,0,0,0,0,26,103,69,103,-100,-100,0,Normal,Normal,Normal,Normal, High,Unknown
32784,Santiago Gonzáles,CF,-,-,-,-,20,0.5,1.5,0,0,1,0,0,0,0,0,57,89,0,0,0,0,0,0,0,0,33,130,78,130,-100,-100,0,Normal,Normal,High,Normal, Low,Unknown
32786,Héctor Guillén,SP,-,-,-,-,20,0.5,0.5,-1,1,0,0,23,40,6,28,0,0,0,11,20,15,-17,11,11,15,0,0,0,0,-100,-100,0,Normal,High,Normal,Normal, Low,Unknown
32787,Michael Nielsen,1B,-,-,-,-,18,0.5,0.5,0,0,3,0,0,0,0,0,35,82,0,0,0,0,0,0,0,0,32,55,84,55,-100,-100,0,Low,Low,Normal,Normal, Normal,Unknown
32789,Tim Humphrey,1B,-,-,-,-,17,0.5,0.5,0,0,1,0,0,0,0,0,30,69,0,0,0,0,0,0,0,0,26,55,69,55,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
32790,Don MacNamara,3B,-,-,-,-,20,0.5,0.5,0,0,1,-2,0,0,0,0,50,69,0,0,0,0,0,0,0,0,35,135,59,135,-100,-100,0,Normal,Normal,Low,Normal, Normal,Unknown
32792,Mark Schmidt,1B,-,-,-,-,17,0.5,1.5,0,0,0,0,0,0,0,0,36,99,0,0,0,0,0,0,0,0,30,79,100,79,-100,-100,0,High,Normal,Normal,Normal, High,Unknown
32795,Rob Kelley,SP,-,-,-,-,21,0.5,0.5,0,0,0,0,48,67,34,54,0,0,22,52,41,70,7,52,27,70,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32798,Wayne Jacobson,1B,-,-,-,-,18,0.5,0.5,0,0,0,-2,0,0,0,0,33,62,0,0,0,0,0,0,0,0,28,67,60,67,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32801,Jim Fairch,SP,-,-,-,-,21,0.5,2.0,-1,0,0,0,38,73,23,62,0,0,16,24,49,63,1,24,40,63,0,0,0,0,-100,-100,0,Normal,Normal,Low,High, Low,Unknown
32802,Pat Hodgson,SP,-,-,-,-,21,0.5,0.5,0,0,0,0,31,46,11,28,0,0,6,32,20,57,-17,32,-3,57,0,0,0,0,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
32804,Héctor Benítez,SS,-,-,-,-,20,0.5,1.0,0,0,1,0,0,0,0,0,50,74,0,0,0,0,0,0,0,0,24,133,59,133,-100,-100,0,High,High,Normal,Normal, Normal,Unknown
32805,Hunter Palincsar,SP,-,-,-,-,17,0.5,1.5,2,0,0,0,10,83,-15,59,0,0,-14,9,62,60,-45,9,37,60,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32806,Culley Felter,2B,-,-,-,-,21,0.5,1.5,0,0,0,0,0,0,0,0,51,83,0,0,0,0,0,0,0,0,30,123,70,123,-100,-100,0,Normal,High,Normal,Normal, Normal,Unknown
32807,Cory Murphy,CF,-,-,-,-,21,0.5,2.5,0,0,0,0,0,0,0,0,66,103,0,0,0,0,0,0,0,0,46,130,98,130,-100,-100,0,High,Normal,High,Normal, Low,Unknown
32808,Juan Jose Ruíz,SP,-,-,-,-,17,0.5,0.5,-1,0,0,0,18,51,3,42,0,0,-7,16,27,45,-23,16,20,45,0,0,0,0,-100,-100,0,High,High,Normal,Low, High,Unknown
32809,Pablo Rodríguez,2B,-,-,-,-,21,0.5,2.0,0,0,0,0,0,0,0,0,60,88,0,0,0,0,0,0,0,0,45,109,80,109,-100,-100,0,Normal,High,Normal,High, Normal,Unknown
32810,Dean Mobley,SP,-,-,-,-,17,0.5,1.5,2,0,0,0,5,77,-15,67,0,0,-20,9,53,71,-45,9,44,71,0,0,0,0,-100,-100,0,Normal,High,Normal,High, Normal,Unknown
32811,Jorge Ayala,SP,-,-,-,-,17,0.5,0.5,-1,0,0,0,11,23,-6,7,0,0,-14,10,0,17,-32,10,-17,17,0,0,0,0,-100,-100,0,Low,High,Normal,Normal, High,Unknown
32813,Dave Palmer,LF,-,-,-,-,18,0.5,0.5,0,0,1,0,0,0,0,0,32,75,0,0,0,0,0,0,0,0,25,69,76,69,-100,-100,0,High,Low,Normal,Low, Normal,Unknown
32814,Al Christian,RF,-,-,-,-,18,0.5,0.5,0,0,1,-5,0,0,0,0,32,60,0,0,0,0,0,0,0,0,23,105,55,105,-100,-100,0,Normal,Normal,Low,High, Low,Unknown
32815,Dave Slaughter,RF,-,-,-,-,20,0.5,1.5,0,0,0,0,0,0,0,0,31,72,0,0,0,0,0,0,0,0,26,82,74,82,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32816,Javier Chacón,3B,-,-,-,-,21,0.5,2.0,0,0,0,0,0,0,0,0,44,84,0,0,0,0,0,0,0,0,34,111,83,111,-100,-100,0,Low,High,Normal,Normal, Normal,Unknown
32817,Alfredo García,CF,-,-,-,-,20,0.5,1.5,0,0,2,0,0,0,0,0,50,76,0,0,0,0,0,0,0,0,27,120,65,120,-100,-100,0,Low,Low,Normal,Normal, High,Unknown
32818,Eddie Harris,SS,-,-,-,-,17,0.5,1.5,0,0,1,0,0,0,0,0,46,71,0,0,0,0,0,0,0,0,31,106,66,106,-100,-100,0,High,Normal,High,Normal, High,Unknown
32819,Jeremy Myers,SP,-,-,-,-,18,0.5,0.5,0,0,0,0,6,58,-15,40,0,0,-19,10,34,52,-45,10,14,52,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32820,Donald Ramsey,RF,-,-,-,-,20,0.5,2.0,0,0,1,0,0,0,0,0,44,87,0,0,0,0,0,0,0,0,38,99,89,99,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32821,Alfredo López,SP,-,-,-,-,17,0.5,0.5,-2,1,0,0,10,47,-9,35,0,0,-14,7,21,57,-36,7,7,57,0,0,0,0,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
32822,Dan Davis,SP,-,-,-,-,21,0.5,0.5,-1,0,0,0,21,46,3,30,0,0,-7,37,19,56,-30,37,0,56,0,0,0,0,-100,-100,0,Low,Normal,Normal,Normal, Normal,Unknown
32823,Chad Johnston,C,-,-,-,-,17,0.5,0.5,0,0,2,0,0,0,0,0,57,85,0,0,0,0,0,0,0,0,24,92,61,92,-100,-100,0,Normal,Normal,Low,High, Low,Unknown
32824,Lewis McGhee,SP,-,-,-,-,21,0.5,0.5,0,0,0,0,31,58,17,45,0,0,8,26,34,52,-8,26,21,52,0,0,0,0,-100,-100,0,High,Low,Normal,Normal, Normal,Unknown
32826,Shane Corbett,LF,-,-,-,-,20,0.5,0.5,0,0,1,0,0,0,0,0,41,85,0,0,0,0,0,0,0,0,32,89,84,89,-100,-100,0,Normal,Normal,Normal,Normal, High,Unknown
32827,Roland Horne,RF,-,-,-,-,20,0.5,0.5,0,0,0,0,0,0,0,0,34,68,0,0,0,0,0,0,0,0,26,102,65,102,-100,-100,0,Low,Normal,Low,High, Low,Unknown
32828,Lanny Belk,C,-,-,-,-,21,0.5,0.5,0,0,1,0,0,0,0,0,60,85,0,0,0,0,0,0,0,0,29,88,63,88,-100,-100,0,Normal,Normal,Normal,Normal, High,Unknown
32829,Robby Smith,LF,-,-,-,-,21,0.5,0.5,0,0,0,0,0,0,0,0,38,51,0,0,0,0,0,0,0,0,32,72,47,72,-100,-100,0,Low,Low,Normal,Low, Low,Unknown
32831,Andre Kendrick,RF,-,-,-,-,21,0.5,2.0,0,0,0,0,0,0,0,0,43,90,0,0,0,0,0,0,0,0,33,119,89,119,-100,-100,0,High,Normal,Normal,Normal, Normal,Unknown
32832,Joe Lewis,SP,-,-,-,-,21,0.5,0.5,0,0,0,0,8,38,-12,23,0,0,-18,15,9,65,-42,15,-13,65,0,0,0,0,-100,-100,0,High,Normal,High,Low, Normal,Unknown
32833,Harry Harper,SP,-,-,-,-,21,0.5,2.5,3,0,0,0,38,94,21,87,0,0,15,27,72,79,-3,27,68,79,0,0,0,0,-100,-100,0,High,High,Normal,Low, Normal,Unknown
32834,John O'Toole,CL,-,-,-,-,21,0.5,0.5,0,0,0,0,44,74,33,66,0,0,23,28,55,43,14,28,52,43,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32835,Judd O'Neill,CL,-,-,-,-,21,0.5,0.5,0,0,0,0,0,0,6,52,0,0,0,0,0,0,-20,21,24,74,0,0,0,0,-100,-100,0,Normal,Normal,Normal,Normal, Normal,Unknown
32836,Collin Purnell,CF,-,-,-,-,21,0.5,2.0,0,0,1,0,0,0,0,0,65,91,0,0,0,0,0,0,0,0,44,130,82,130,-100,-100,0,High,Normal,Normal,Normal, Normal,Unknown
32837,Wade Molima,SS,-,-,-,-,21,0.5,2.5,0,0,1,0,0,0,0,0,72,97,0,0,0,0,0,0,0,0,49,148,85,148,-100,-100,0,Normal,Normal,Normal,Normal, High,Unknown
32838,Juan Meléndez,SP,-,-,-,-,21,0.5,0.5,0,0,0,0,28,55,12,41,0,0,0,44,26,75,-20,44,9,75,0,0,0,0,-100,-100,0,High,Normal,Normal,Normal, Low,Unknown
